"mat_alu","nome","dat_entrada","cod_curso","cotista"
"78216","MARCELO BARRETO REZENDE","2007-07-08","4","N"
"92958","LUCIANA ARAGAO GONCALVES SOUZA - TESTE","2002-04-21","44","N"
"79324","RAONI ANDRADE SANTOS - TESTE","2006-04-25","4","N"
"92983","HEITOR JESUS SILVA - TESTE","2005-04-18","4","N"
"113895","HERLON ALENCAR MEIRA SANTOS - TESTE","1998-01-03","13","N"
"125119","CARLA EDIVANEIDE MARAISE","2004-01-20","44","N"
"79233","JOICE FREIRE SEBASTIAO - TESTE","2001-02-24","13","N"
"97903","FABIANA BATISTA PRATA - TESTE","2006-06-05","4","N"
"98552","ANNE BATISTA MELO SOUZA - TESTE","2006-08-26","4","N"
"150836","DANIEL CALADO NUNES","2000-09-18","4","N"
"76419","MARTA DANTAS OLIVEIRA - TESTE","1991-06-25","13","N"
"115308","ANNA CRISTINA OLIVEIRA - TESTE","2007-05-29","4","N"
"126987","ANAIRA CORRENTE PASSOS - TESTE","2006-10-15","4","N"
"101686","RAPHAELA BARRETO LIMA RIBEIRO - TESTE","2007-10-16","4","N"
"92734","DIEGO ALVES LIMA SOARES - TESTE","2007-02-05","4","N"
"81654","ALLYSSON ANJOS LIMA OLIVEIRA - TESTE","2007-04-23","52","N"
"79364","NAYARA GUACIARA SILVA - TESTE","2005-09-26","4","N"
"127771","LAELSON MECENAS PEDROSO","2007-02-14","13","N"
"79022","PATRICIA JESUS","2005-12-04","35","N"
"78366","ARIANE ROSA - TESTE","2006-09-19","13","N"
"75217","ANDRE LEMOS SANTOS - TESTE","2006-05-14","4","N"
"122787","RODOLFO LEITE NETO SOUZA - TESTE","2007-08-14","4","N"
"79359","JOAO JAMES RODRIGUES - TESTE","2005-11-28","4","N"
"125052","KELLY ALMEIDA MELO SANTOS - TESTE","2003-11-07","44","N"
"117739","ANDREZA BRITO SALES - TESTE","1995-09-04","44","N"
"97164","DAVI LEITE MOREIRA TATIANE - TESTE","2007-03-22","4","N"
"76675","EUCLIDES JESUS RIBEIRO - TESTE","2007-07-07","13","N"
"79912","ANALU CONCEICAO SANTANA - TESTE","2006-11-02","4","N"
"78332","ANGELA MORAES SILVA - TESTE","2003-08-11","13","N"
"122688","EVERTON BARROS SILVA - TESTE","2003-05-21","4","N"
"74347","MARIA FIGUEIREDO OLIVEIRA","1993-12-10","4","N"
"73891","ANTONIO JUNIOR RODRIGUES - TESTE","1988-04-01","4","N"
"79842","BRUNO FRANCA OLIVEIRA - TESTE","2008-03-09","52","N"
"79323","JULIANA DAYANA MORAES SANTOS - TESTE","2007-02-26","13","N"
"79121","MARCEL ARAUJO RICHARDO - TESTE","2001-06-28","52","N"
"128575","DOUGLAS BARROZO SANTOS - TESTE","2004-12-29","103","N"
"128577","GELDO COSTA SANTANA - TESTE","2005-11-27","103","N"
"107322","LEONARDO LIMA","2002-08-27","4","N"
"128478","ALISON CAROLINE OLIVEIRA VIEIRA - TESTE","2006-07-15","103","N"
"79259","RAPHAEL DIAS MOTA SILVA - TESTE","2006-07-06","13","N"
"80455","CAMILA ANDRADE LINS - TESTE","2008-02-09","4","N"
"79272","LEILANE BRITO MARIA SANTOS - TESTE","2007-04-06","13","N"
"80276","ESDRAS DORIA RAMOS - TESTE","2006-05-27","13","N"
"79993","CLAUDIA ALVES JESUS - TESTE","2005-05-12","13","N"
"151023","NILTON HOLANDA OLIVEIRA - TESTE","1999-08-31","13","N"
"79317","JULIANO COSTA MATEUS","2005-09-15","4","N"
"79320","MONIQUE DAVI MATOS - TESTE","2005-08-22","4","N"
"104963","ROBERTO CRISTINA MARIA SILVA - TESTE","1999-03-19","52","N"
"126607","LUANDA BEZERRA MENEZES - TESTE","2005-04-18","4","N"
"137866","GUTEMBERG GERMANO","2006-06-30","4","N"
"109346","ELOAH ALVES HENRIQUE PEREIRA - TESTE","2006-11-28","4","N"
"83903","SAMIA MENEZES PASSOS - TESTE","2006-07-10","4","N"
"141424","THIAGO GISELIA SILVA - TESTE","2007-10-06","52","N"
"108669","ANDERSON ANDRADE CORREIA NETO - TESTE","2004-12-19","13","N"
"108603","ARILO CARVALHO MENEZES","1999-09-17","52","N"
"113460","IBANEZ GUIMARAES SOUZA - TESTE","2009-03-09","4","N"
"113748","MAYARA ARAGAO LIMA SILVA - TESTE","2007-06-19","35","N"
"113228","CASSIO MARIA SILVA - TESTE","2009-04-28","123","N"
"113239","DANIEL AUGUSTA OLIVEIRA VICENTE - TESTE","2010-02-03","123","N"
"113262","INGRIDE FONSECA SANTANA - TESTE","2010-11-28","123","N"
"113446","LUCIANO BISPO LUIZA - TESTE","2006-11-01","123","N"
"115207","SONIA CASSIA SANTOS - TESTE","2001-11-18","13","N"
"113934","ROSEVANIA BARRETTO MARIA - TESTE","2005-08-11","123","N"
"117889","CARLOS FONSECA REGINA - TESTE","1988-08-19","4","N"
"112843","MARIANA LIMA","2008-08-18","4","N"
"115384","DANIELA APARECIDA MOREIRA","1999-01-24","4","N"
"113563","RAYANE CHISTE SILVA - TESTE","2010-06-22","4","N"
"113227","MIGUEL LIBORIO SANTOS - TESTE","2003-12-29","123","N"
"113311","EDUARDO BARROS MONTEIRO","2006-03-05","123","N"
"114396","PAULA ALVES SANTA","2008-01-25","13","N"
"114011","GELMES JORGE SANTOS - TESTE","1999-12-31","44","N"
"113769","ELENALDO MOTA - TESTE","1995-09-30","123","N"
"114015","JOCIANE SILVA - TESTE","2006-02-17","13","N"
"115663","EMANUELE LOPES SANJUAN - TESTE","2006-09-24","13","N"
"114642","CLAUDIA ALVES GOMES","1999-11-21","44","N"
"113483","MARCEL FERNANDES ROCHA - TESTE","2011-02-06","35","N"
"112715","CAMILA GONCALVES","2009-08-03","44","N"
"115324","LIGIA AMARAL CRISTINA TORRES - TESTE","1986-08-19","4","N"
"113128","CASSILIA ARAUJO OMISCHL SOUSA - TESTE","2008-09-30","13","N"
"128486","WILZA MATOS SANTOS - TESTE","2010-02-28","13","N"
"149502","YGO AQUINO SANTANA - TESTE","2010-09-14","4","N"
"114899","MARIA CORREA OLIVEIRA - TESTE","2010-04-23","44","N"
"114924","CARLA FIGUEIREDO NUNES","2008-08-31","35","N"
"137141","JOSE DIVINO LUIZA SILVA - TESTE","2010-06-29","4","N"
"114294","WALLACE FRANCISCO SANTOS - TESTE","2010-04-03","123","N"
"113476","RIVALDO DULTRA SILVA - TESTE","1978-08-02","4","N"
"113213","ANTONIO BISPO KEURY SILVA - TESTE","2010-03-06","123","N"
"113034","IZAURA BARBOSA PASSOS - TESTE","2008-02-20","44","N"
"113735","MARCOS LEAL SANTOS - TESTE","2002-04-16","35","N"
"115086","NATHALIE BERGER MONISE","1991-10-17","13","N"
"112768","WILSON DAMASCENO RESENDE","1977-09-17","13","N"
"108926","FERNANDA BARRETO MENEZES","2010-06-16","35","N"
"139147","RAQUEL CONCEICAO OLIVEIRA - TESTE","2002-08-22","4","N"
"114009","JOSE RICARDO TARGINO - TESTE","2004-02-10","4","N"
"113272","JULY ADRIELY EVANY OLIVEIRA - TESTE","2011-02-27","123","N"
"126435","DAVID BONIFACIO MARTINS THEOPHILO - TESTE","2009-11-26","44","N"
"114885","ELAINE BARBOSA HUGO VIEIRA - TESTE","1995-07-20","4","N"
"114909","VICTOR CONDE SANGENIS - TESTE","2010-02-09","13","N"
"114306","NANCY CRISTYNA SANTOS - TESTE","2002-02-18","44","N"
"112692","INDHIRA CARVALHO FONTES SILVA - TESTE","2010-10-02","13","N"
"113243","INGRID AQUINO MARQUES","2009-09-23","123","N"
"137334","DANIELLE CRISTINA SANTOS - TESTE","2011-03-03","13","N"
"137218","MARCELLUS ARAGAO LUIZ","2010-01-18","4","N"
"154322","MARIANA ALVES LEAL SILVA - TESTE","2004-12-24","44","N"
"112706","FILIPE D'AVILA SANTOS - TESTE","2010-02-14","13","N"
"112828","MONIQUE ANDRADE PLINIO VALERIA - TESTE","2012-02-13","35","N"
"115570","LUCIANA HORTA SANTOS - TESTE","2004-08-16","44","N"
"112865","FLAVIA CERQUEIRA SILVA - TESTE","1999-10-29","4","N"
"119704","ILAINE FERREIRA SANTANA VINICIUS - TESTE","2006-04-22","44","N"
"120089","ELIZABETH MAIARA SANTANA - TESTE","2010-12-22","13","N"
"118414","MONICQUE GALLIZA OLIVEIRA - TESTE","2008-07-25","123","N"
"127682","JOYCE ALEXANDRE FILHO ROCHA - TESTE","2011-10-20","35","N"
"118609","VICTOR ARGOLO DIAS MONTEIRO - TESTE","2010-07-14","4","N"
"149536","RAISSA ARAUJO MILCA SANTOS - TESTE","2009-07-07","13","N"
"118108","VANESSA ARAUJO LORENA","2009-08-08","13","N"
"118417","RENATA APOLONIO SANTOS - TESTE","2008-12-13","123","N"
"118450","MURILO GOMES SANTOS - TESTE","2011-01-01","123","N"
"125982","LIVIA BARBOSA MARIA SOUZA - TESTE","2011-01-22","44","N"
"140622","THAISE ANDRADE CRUZ SANTANA - TESTE","2009-06-21","4","N"
"119168","CARLA BATISTA GOMES OLIVEIRA - TESTE","2013-02-15","13","N"
"118489","ANDRE ALVES NOVA","2008-05-29","123","N"
"119383","ALAN MARIA SILVA - TESTE","2009-10-28","52","N"
"120920","ANNE ANDRADE PEREIRA SILVA - TESTE","2009-05-25","4","N"
"122544","MAYANNE CONCEICAO SANTANA","2010-04-06","13","N"
"122545","MARIA LEAL SANTOS - TESTE","2011-10-17","13","N"
"119412","FLAVIA ANTONIO LAIS","2010-10-24","44","N"
"120368","ISMAEL ARAGAO MATOS SOUZA - TESTE","1959-09-27","13","N"
"119296","HELLEN EMIDIO MENDONCA TRINDADE - TESTE","2010-05-06","13","N"
"119398","RICARDO ARAUJO NERY SILVA - TESTE","2008-12-07","123","N"
"120913","PERICLES LOPES SANTOS - TESTE","2010-12-07","4","N"
"139255","YVES OLIVEIRA SILVA - TESTE","2010-06-26","13","N"
"151706","RODOLFO CRUZ SANTOS - TESTE","2011-11-08","13","N"
"137871","THAYNARA ALMEIDA LIMA SILVA - TESTE","2011-01-10","13","N"
"118529","MANOEL CAROLINE PEREIRA SOUSA - TESTE","1998-10-08","123","N"
"149566","FRANCISCO CRUZ NETO","2004-09-18","4","N"
"119453","HADIZA LICIO SILVA - TESTE","1995-10-19","4","N"
"123677","ULISSES JULIANA OLIVEIRA - TESTE","2011-04-26","13","N"
"119692","NAYOMARKS MOREIRA","2010-07-26","35","N"
"119190","RAFAEL NETO SANTANA TORRES - TESTE","2010-10-16","4","N"
"123488","PABLO ARAUJO MENEZES SANTOS - TESTE","2009-04-18","13","N"
"119268","ARTUR BARBOSA OLIVEIRA","2011-05-15","13","N"
"121092","ADAILTON ANTONIA JESUS SILVA - TESTE","2009-09-13","123","N"
"125713","LEILA CELESTINO ROCHA - TESTE","2010-07-30","13","N"
"121146","MONIQUE LEITE SIMOES - TESTE","2010-06-07","4","N"
"118531","VILTON JESUS TELES - TESTE","1993-06-10","4","N"
"121417","NAILSON FELIPE SILVA - TESTE","1995-06-17","4","N"
"119355","LUIZ ARAUJO JUNIOR ROCHA - TESTE","2011-10-09","13","N"
"108345","WESLEY ARCANJO JUNIOR","2009-10-08","13","N"
"106947","BRUNO BARBOSA QUEIROZ - TESTE","2008-11-13","123","N"
"107572","NANETE MARTINS SILVA - TESTE","2009-09-06","35","N"
"107601","DAYSEANE COUTO SANTOS - TESTE","2010-06-20","4","N"
"109062","CAMILLA ARAGAO JESUS","2009-10-07","13","N"
"109601","PAULO ALEXANDRE MACEDO","2007-05-24","123","N"
"108499","PEDRO JESUS SILVA - TESTE","2009-07-05","13","N"
"149565","DAYSIANE CONCEICAO MONTEIRO - TESTE","2008-09-14","4","N"
"108317","DANIELLE BARRETO FERNANDES SANTOS - TESTE","2009-07-25","4","N"
"153267","CAROLINA CRISLEY MENDES","2010-01-11","4","N"
"137913","CAROLLINE CAMPOS OLIVEIRA VARGAS - TESTE","2010-01-11","4","N"
"108605","ERICO FATIMA SANTOS - TESTE","2010-03-03","4","N"
"127702","TARCIO GABRIEL SILVA VELOSO - TESTE","2006-10-12","52","N"
"109251","IVILLIANNE CRISTINA MONTEIRO","2010-06-23","13","N"
"108488","FERNANDA HONORIO SALES - TESTE","2010-05-31","13","N"
"108486","FELIPE CRISTIAM SANTOS - TESTE","2010-01-07","13","N"
"109058","LISIANE JOSE ROSARIO - TESTE","2009-06-03","4","N"
"109028","VALDSON JOELI","2009-01-18","123","N"
"109315","ITALO ALBUQUERQUE IRMA","2007-01-23","123","N"
"108538","ANDERSON FELIPE MOREIRA TELES - TESTE","2007-06-02","4","N"
"105182","MANOEL DORIA LUYZA - TESTE","1981-08-31","4","N"
"108832","ANTONIO CARLOS MENEZES TAUANA - TESTE","1984-11-15","4","N"
"102062","BETSABE ARAUJO QUEIROZ - TESTE","2006-03-20","35","N"
"109958","LUANA CRUZ GONCALVES REGINA - TESTE","2008-08-11","4","N"
"110035","REBECCA MELLO RODRIGUES - TESTE","2008-07-05","4","N"
"120076","DEBORA ALVES HELLEY SANTOS - TESTE","2009-10-19","4","N"
"108471","EGIRLAN ANDRADE LUIZ - TESTE","2007-12-07","4","N"
"109387","ANTONIONE DINIZ","2011-02-09","123","N"
"108443","DHAYANA BATISTA MADSON","2010-05-17","4","N"
"138088","SABRINA ANDRADE MORAIS","2007-07-05","4","N"
"138219","TARCISIA LIMA SANTOS - TESTE","2005-07-12","4","N"
"151689","OZANIRO ALEXANDRE FABIANE","2009-06-03","4","N"
"108881","JONATHAS ISSA SANTOS - TESTE","2009-04-16","4","N"
"106926","ADRIAN HORA VIEIRA - TESTE","2010-05-03","123","N"
"120147","IGOR CATARINE OLIVEIRA - TESTE","2006-07-12","4","N"
"108786","EDMILSON OLIVEIRA SILVA - TESTE","2010-10-31","13","N"
"102899","RAISSA DANTAS REGINA - TESTE","2007-09-13","4","S"
"112426","GABRIELA CARNEIRO RIBEIRO - TESTE","2008-06-25","35","S"
"112603","STEFANE ALANAH DANTAS","2007-08-12","44","S"
"112187","ALANNA CAROLINE SANTOS - TESTE","2010-10-07","13","S"
"112444","CHARLANA CARNEIRO MARINHEIRO SILVA - TESTE","2006-06-12","35","S"
"112453","KEZIA CECILE OLIVEIRA VIEIRA - TESTE","2010-11-25","35","S"
"112573","EVANDRO LOPES SILVA - TESTE","2010-07-27","35","S"
"113953","JANAILSON FERRAZ MIRANDA","2009-08-07","4","S"
"112230","WILNA COSTA SANTOS - TESTE","1996-01-08","44","S"
"104813","NADYNNE BARBOSA MAGNO SILVA - TESTE","2009-08-19","13","S"
"144345","CARLOS BRUNELLE LIMA","2008-03-31","123","S"
"120110","MARIA ALVES OLIVEIRA SILVA - TESTE","2010-01-29","13","S"
"103676","THAIS ARAUJO MOTA SILVA - TESTE","1998-12-14","4","S"
"97545","ANA BRUNO MATOS","2008-08-16","4","S"
"100621","PABLO COUTINHO SILVA - TESTE","2009-02-25","13","S"
"90814","CLAUDIO ALVES LIRA SIQUEIRA - TESTE","1990-07-24","35","S"
"100713","MARINA CORREA SANTOS - TESTE","2008-06-04","44","S"
"94805","LUANA BRAGA OLIVEIRA","2006-06-22","4","S"
"95504","GISELLE OLIVEIRA","2010-01-20","13","S"
"92560","ANA ALBINO MATOS - TESTE","1998-02-11","4","S"
"101238","JOAO ARAUJO OLIVEIRA - TESTE","2005-07-13","123","S"
"102892","NADVAN MESSIAS REIS RIBEIRO - TESTE","2009-02-13","4","S"
"102921","NAIANE OLIVEIRA SANTANA SANTOS - TESTE","2002-09-25","44","S"
"104246","FERNANDA BORGES OLIVEIRA - TESTE","2008-09-14","44","S"
"146791","CAIO LIMA","2002-07-15","123","S"
"101483","LAIANE CESAR RODRIGUES - TESTE","2006-07-26","13","S"
"122687","JOSE COSTA SANTOS - TESTE","2008-08-07","123","S"
"113880","SILVANA BARROS REIS - TESTE","1996-02-17","44","S"
"102837","ACHILLES CUNHA SILVA - TESTE","2007-12-18","13","S"
"108975","DACIO BARRETO LIMA SOUSA - TESTE","2005-05-25","13","S"
"108978","THAYNARA CEZAR MORAIS","2010-10-25","35","S"
"152485","RODRIGO ALVES FERNANDA NUNES - TESTE","2010-01-18","4","S"
"110599","JOSE DANTAS NETO","2002-01-28","4","S"
"112477","DHAYANE BENTO SANTANA VASCONCELOS - TESTE","2009-02-28","44","S"
"109001","TONY LEITE SIMAO VIEIRA - TESTE","2009-01-01","35","S"
"108933","MARINA KATIANE","2009-09-15","35","S"
"110515","GRACIELLE ANJOS OLIVEIRA - TESTE","2008-10-19","13","S"
"112468","JOCIMA LIMA","1996-08-23","44","S"
"109317","LUCAS DANTAS LUCAS","2008-07-12","4","S"
"150840","MARCUS BONASPETTI MASCARENHAS - TESTE","2008-10-28","4","S"
"110657","LUANA KARINE SANTOS - TESTE","2009-12-04","123","S"
"121353","CAROLINE BITTECOUT MOTA - TESTE","2010-05-15","13","S"
"109115","CLEBESON KELLY SOUZA - TESTE","2008-05-27","52","S"
"143446","CARLOS GUGEL OLIVEIRA - TESTE","2010-05-28","4","S"
"108777","MARTA ANDRADE NUNES SOUZA - TESTE","1987-12-09","4","S"
"107114","PALOMA FERREIRA SANTOS - TESTE","2009-12-08","4","S"
"108778","ENGEL DANTAS SANTOS - TESTE","2001-01-08","44","S"
"109320","KARLA LEITE SOUZA - TESTE","2007-10-27","123","S"
"94596","LUISA ELENISIO NETTO","2008-10-29","13","S"
"110104","TARCISIO BARBOSA LOPES SUED - TESTE","2006-01-22","35","S"
"95941","TAWANY CARLOS PAIXAO","2009-08-29","44","S"
"102055","LAIS FOLLADOR SILVA - TESTE","2009-02-04","4","S"
"98657","IARA DICKSON MOURA SIMOES - TESTE","2007-03-01","35","S"
"139238","MARIA CRISTINA PASSOS VIEIRA - TESTE","2009-02-25","4","S"
"94609","GILSON DJAYANNOW MOURA - TESTE","2008-08-21","35","S"
"142936","ANDERSON NASCIMENTO SILVA - TESTE","2008-12-29","4","S"
"148907","ANA LINO SOUZA - TESTE","2012-03-04","44","S"
"138212","CANDIDA FONTES SANTOS - TESTE","2001-09-04","4","S"
"149136","DIEGO ANDRADE ROCHA","2012-02-13","52","S"
"141305","LUCAS JESUS OLIVEIRA - TESTE","2007-01-02","103","S"
"140078","RAFAEL BARRETO MENESES SILVA - TESTE","2012-11-29","13","S"
"114702","CAMILA AUGUSTO LEITE SILVA - TESTE","2001-01-16","44","S"
"91554","LUCILENE GUEDES SANTOS - TESTE","2002-08-05","44","S"
"95496","RAFAELA ALVES CESAR SANTOS - TESTE","2008-06-23","44","S"
"94818","WITAN CAMPOS RODRIGUES VITORIA - TESTE","2008-04-22","52","S"
"136872","JOSE FERREIRA SANTOS - TESTE","2007-07-25","103","S"
"96681","DIEGO ANDRADE ROCHA - TESTE","2007-04-28","123","S"
"103625","JAIRO LIMA SANTOS VILA - TESTE","2003-10-23","4","S"
"128033","MARCELO MOTA SILVA XAVIER - TESTE","2001-09-25","44","S"
"126661","FLAVIO FERREIRA SANTOS - TESTE","2006-10-12","123","S"
"100436","ANNE AUGUSTO JOSE SANTOS - TESTE","2008-11-26","13","S"
"93189","ADSON ALENCAR JULIETE NASCIMENTO - TESTE","1996-02-11","4","S"
"94755","ALEX MENEZES SANTANA - TESTE","2009-06-26","4","S"
"152276","TYELLE DRUBI NASCIMENTO TENORIO - TESTE","2008-09-25","4","S"
"97838","CHARLES ELDER OLIVEIRA - TESTE","2004-12-20","123","S"
"98406","FABRICIO BARRETO NUNES SOUZA - TESTE","2003-09-01","4","S"
"138032","ILO AGUIAR MACHADO","2006-08-06","123","S"
"139340","MILENO MENEZES SANTOS - TESTE","2007-07-06","13","S"
"94773","TULIO LEVITA","2009-10-24","4","S"
"126441","GABRIELLA BRANDIZZI OLIVEIRA","2011-03-11","13","S"
"112247","TICIANO CLAUDIA REZENDE","2009-09-23","4","S"
"112221","ELLEN FERREIRA PASSOS - TESTE","2009-10-17","13","S"
"112463","IGOR ARAGAO MENDONCA SANTOS - TESTE","2008-11-17","44","S"
"105057","HUGO LIMA ROMILDA - TESTE","2002-12-02","4","S"
"112272","MARILIA COSTA JOSE TEIXEIRA - TESTE","1998-02-23","44","S"
"125760","MARIA BARROS MARIA SILVA - TESTE","2009-06-30","4","S"
"112379","LARISSA BATISTA MONTEIRO SOUSA - TESTE","2011-08-21","13","S"
"112401","JESSICA DAMUEDO SANTOS - TESTE","2012-04-25","13","S"
"104850","RINALDO ALMEIDA INOCENCIO PAIXAO - TESTE","2009-11-29","13","S"
"95547","JEMIMA FIGUEIREDO NASCIMENTO - TESTE","2005-03-14","44","S"
"112242","ROAN BATISTA OLIVEIRA SILVA - TESTE","2011-10-08","4","S"
"109384","EMANUELLE DANIEL PATRICIA - TESTE","2007-10-21","4","S"
"88368","EDIMILSON HAMILTON SANTOS - TESTE","2007-03-08","4","S"
"90892","BRIGIDA CRUZ SANTOS - TESTE","2006-11-13","35","S"
"87061","JONATAS FERREIRA PAULA VALADARES - TESTE","2007-03-09","4","S"
"87079","ANTONIO CASALI LISBOA","2001-02-11","13","S"
"91093","MICHELLE COSTA ROBERTA - TESTE","2008-03-07","13","S"
"139416","NAIARA LUCAS","2006-10-01","44","S"
"85020","DILZA CHAVES REINERT - TESTE","2007-05-14","4","S"
"93116","ANCO GOMES PEREIRA","1992-02-28","4","S"
"92240","DANIELLE COSTA SOUZA - TESTE","2007-11-25","4","S"
"93271","KATIA GOMES LUCINDO SILVA - TESTE","1988-04-15","44","S"
"85504","JULIANA BARROS JESUS SOUSA - TESTE","2008-01-07","4","S"
"101768","RAQUEL ANJOS JESUS SOARES - TESTE","2008-07-28","4","S"
"94430","LOUISE NILSON","2009-01-02","13","S"
"93516","MARCIO FIGUEREDO SILVA - TESTE","1998-11-29","4","S"
"95554","CICERO GUEDES NASCIMENTO","2009-12-21","13","S"
"91782","DANDARA ELLEN RAISSA - TESTE","2007-07-26","35","S"
"126143","ANTONIO FILHO MARIA TAVARES - TESTE","2009-06-01","13","S"
"92547","ROSELY JOSE","1999-08-23","44","S"
"95336","PAULA AFRO GUEDES SILVA - TESTE","2007-11-12","44","S"
"114759","ANNE CASTRO SANTOS - TESTE","2007-05-20","44","S"
"90678","TISSIANE CONTE PEDROSO","1998-04-01","4","S"
"98794","LEICY LAIS SOUZA - TESTE","2007-10-20","123","S"
"94465","ANDREY BERNARDO JUNIOR","2009-02-12","13","S"
"93450","MAYSA EDILBERTO MENEZES","2007-05-27","4","S"
"102079","MARLI AMALIA JUNIOR SANTOS - TESTE","2006-08-29","13","S"
"94983","BRUNA ALMEIDA FERREIRA SANTANA - TESTE","2007-07-01","13","S"
"117352","ANA ANDRADE MELLO SILVA - TESTE","2006-01-06","44","S"
"89144","NANNA ASSIS MANUELLA","2010-01-06","13","S"
"150027","AGNES LOPES RODRIGUES","2011-08-04","44","S"
"126153","WAGNER CATHARINE NASCIMENTO","2006-02-01","52","S"
"126168","JESSYCA FRANCA SANTOS - TESTE","2010-03-20","4","S"
"129101","AMANDA GOMES SANTOS - TESTE","2000-04-09","44","S"
"125561","BEATRIZ CORREIA SOUZA - TESTE","2011-05-05","35","S"
"125569","SIRLEY GOMES TAVARES - TESTE","1994-12-24","44","S"
"124090","FABIO EVILAZIO PIRES","2008-03-08","4","S"
"124091","JOSE LIMA PRISCILA - TESTE","2003-06-16","13","S"
"125664","ANNY ANDRADE SANTOS VIEIRA - TESTE","2010-12-18","13","S"
"128044","CAROLINE FERREIRA LEITE VIVAS - TESTE","2007-03-19","4","S"
"154086","LUCIA NETA","1992-05-25","44","S"
"133492","MARCOS ANJOS MENENDEZ SOUZA - TESTE","2008-02-27","4","S"
"133893","CRISTINNE ANDRADE MELO - TESTE","2011-11-13","35","S"
"133888","ALANNA CALDEIRA MAYARA SILVA - TESTE","2012-12-31","4","S"
"130412","CAROLLINE NETO VIEIRA - TESTE","2011-12-16","13","S"
"133934","ABDA CARVALHO LOURENCO SOARES - TESTE","2007-10-31","44","S"
"120079","RAFAELA ARAUJO OLIVEIRA","2008-07-17","4","S"
"126170","IANE OLIVEIRA SOUSA - TESTE","2013-05-26","13","S"
"136118","GABRIELLA LIMA SOUZA - TESTE","2013-07-28","35","S"
"134200","LAISSA ALVES MENEZES SOUSA - TESTE","2009-05-04","131","S"
"146569","ROBSON ARAUJO FERREIRA SANTOS - TESTE","2011-02-11","13","S"
"146583","FRANCIELLE CUSTODIO MARIANNE SOUZA - TESTE","2010-12-24","13","S"
"156051","DANIELE BATISTA RODRIGUES - TESTE","2011-10-01","4","S"
"156123","NIVEA ALVES JESUS SANTOS - TESTE","2008-09-01","4","S"
"137394","HILTON RODRIGUES VILLAR - TESTE","2001-09-30","4","S"
"138524","MARCELA ALVES LEILA SILVA - TESTE","2010-02-10","35","S"
"144130","WESLEY IZABEL SOUZA - TESTE","2010-04-21","52","S"
"146154","ITAMAR ALMEIDA PAULO - TESTE","2010-10-05","35","S"
"148009","NATALIA FONTES SANTOS - TESTE","2010-07-15","13","S"
"141604","PHILIPPE FERREIRA SANTANA - TESTE","2009-06-19","35","S"
"140553","KAROLINE BEZERRA JUNIOR SOUZA - TESTE","2011-12-07","13","S"
"154702","JADINA LOPES SIQUEIRA - TESTE","1996-04-10","4","S"
"150752","MICHELE CASTRO RAMOS VIRGENS - TESTE","2000-12-11","44","S"
"153237","CLARISSE CELESTINO NETO - TESTE","1999-07-30","44","S"
"152229","ANDRE GALVAO SILVA - TESTE","2012-05-13","4","S"
"155104","SONIA APARECIDA LIMA TERREMOTO - TESTE","1991-10-23","44","S"
"149386","ARIOSVALDO BRANDAO OLIVEIRA VILELA - TESTE","2012-06-16","4","S"
"150008","GLADSON FERREIRA SOUZA - TESTE","2011-04-16","4","S"
"150128","CARLOS ARAUJO LIMA","2003-05-29","103","S"
"150392","MARIA BATISTA MORAES - TESTE","1983-09-11","44","S"
"149408","EVANDERSON MIRANDA PAULO - TESTE","2010-10-30","52","S"
"150028","JASON ANTONIO MESSIAS SIMOES - TESTE","2012-04-06","13","S"
"149558","WILLIAM CRUZ MORAES VASCONCELOS - TESTE","2008-02-27","52","S"
"150081","VICTOR JUNIOR OLIVEIRA - TESTE","2009-05-30","4","S"
"150742","ANA LEITE SANTOS - TESTE","2012-08-20","13","S"
"150950","LEOVEGILIO FILGUEIRAS SOUZA - TESTE","2011-07-24","131","S"
"152272","ADRIANA DIAS MAZETTI SILVA - TESTE","1994-12-07","4","S"
"150445","TIAGO CARMO OLIVEIRA - TESTE","2010-08-04","13","S"
"152977","LUDMILA AGUIAR MATOS SANTANA - TESTE","1999-11-23","44","S"
"150781","JOSE FARIAS PATRICIA VANELLY - TESTE","2011-03-22","35","S"
"154848","GRIECO LIBORIO SILVA - TESTE","2010-05-01","52","S"
"152266","ALANO DANTAS ROCHA - TESTE","2011-05-19","4","S"
"154426","ANA BEZERRA DAIANE SANTOS - TESTE","2012-02-08","13","S"
"125643","CAMILA CERQUEIRA PASSOS VILANOVA - TESTE","2012-12-15","13","S"
"125164","CAMILA BARBOSA ROCHA - TESTE","2011-08-31","4","S"
"125166","MIRELLA FONTES SANTOS - TESTE","2007-03-30","44","S"
"125167","EDILAINE GARBENIA SILVA - TESTE","2004-07-11","44","S"
"125193","EDUARDO ALMEIDA MARQUES VIEIRA - TESTE","2000-05-31","44","S"
"138674","BIANCA BATISTA SANTOS - TESTE","2010-12-01","123","S"
"148593","ANDRE GABRIELLA MOTA - TESTE","2010-11-15","103","S"
"148601","DERICK FILHO SOUZA - TESTE","2011-11-07","103","S"
"129410","WEDJA ANDRADE PASSOS","2012-01-06","44","S"
"130235","AMANDA FERNANDO ROCHA - TESTE","2009-03-17","4","S"
"130250","VANESSA CAROLINA SANTOS - TESTE","2011-10-22","13","S"
"133174","ANA CLAUDIA MIRANDA SOARES - TESTE","2013-03-27","123","S"
